"","Afatinib.down","Afatinib.up","Neratinib.down","Neratinib.up"
"Slc25a53",0,1,0,0
"Slc26a10",0,0,0,1
"Slc27a1",0,0,0,1
"Slc27a6",0,1,0,0
"Slc29a2",1,0,1,0
"Slc2a1",0,0,1,0
"Slc2a12",0,1,0,1
"Slc2a8",0,1,0,1
"Slc30a4",0,0,1,0
"Slc31a2",0,1,0,1
"Slc35a5",0,0,0,1
"Slc35b1",1,0,1,0
"Slc35f3",0,1,0,1
"Slc35g1",0,0,1,0
"Slc37a2",0,0,1,0
"Slc38a2",0,0,1,0
"Slc38a9",0,1,0,0
"Slc39a10",1,0,1,0
"Slc39a13",0,0,0,1
"Slc39a14",0,0,1,0
"Slc40a1",0,1,0,0
"Slc41a3",0,1,0,1
"Slc43a2",0,1,0,1
"Slc44a1",0,1,0,1
"Slc45a3",0,1,0,1
"Slc46a3",0,1,0,1
"Slc47a1",0,0,1,0
"Slc49a4",0,0,0,1
"Slc5a1",0,0,1,0
"Slc6a19",0,0,0,1
"Slc6a6",0,0,0,1
"Slc7a1",1,0,1,0
"Slc7a11",0,0,1,0
"Slc7a4",0,1,0,1
"Slc7a5",1,0,1,0
"Slc7a6",0,0,1,0
"Slc8b1",0,1,0,1
"Slc9a2",0,0,1,0
"Slc9a9",0,0,0,1
"Slco2b1",0,1,0,1
"Slco4a1",1,0,1,0
"Slco5a1",1,0,0,0
"Slf1",0,0,1,0
"Slfn3",0,0,1,0
"Slfn8",0,1,0,1
"Slfn9",1,0,1,0
"Slitrk6",0,1,0,1
"Slk",0,0,1,0
"Slpi",0,1,0,0
"Sltm",0,0,1,0
"Slx1b",0,1,0,1
"Smad6",0,0,0,1
"Smad9",0,0,0,1
"Smarca2",0,1,0,1
"Smc2",1,0,1,0
"Smc4",1,0,1,0
"Smim1",0,1,0,1
"Smim3",1,0,1,0
"Smn1",0,0,1,0
"Smox",0,0,0,1
"Smpd1",0,0,0,1
"Smpd3",1,0,1,0
"Smpd4",1,0,0,0
"Smpdl3b",1,0,1,0
"Sms",0,0,1,0
"Smtn",1,0,1,0
"Smurf1",0,0,1,0
"Smyd5",1,0,1,0
"Snai2",0,1,0,1
"Snca",1,0,0,0
"Snrk",0,1,0,1
"Snrnp25",1,0,1,0
"Snrnp40",1,0,1,0
"Snrpa1",1,0,1,0
"Snrpc",0,0,1,0
"Snrpd1",1,0,1,0
"Snrpd3",1,0,1,0
"Snrpf",1,0,1,0
"Sntb1",0,1,0,1
"Snx15",0,1,0,1
"Snx21",0,0,0,1
"Snx32",0,1,0,1
"Snx33",0,0,0,1
"Soat2",0,0,1,0
"Socs1",0,0,1,0
"Socs3",0,1,0,1
"Socs5",1,0,1,0
"Sorbs1",0,0,0,1
"Sorbs2",0,0,1,0
"Sorbs3",0,1,0,1
"Sorcs2",0,1,0,1
"Sord",0,1,0,1
"Sort1",0,1,0,1
"Sox12",0,1,0,1
"Sox21",0,1,0,1
"Sox4",0,0,0,1
"Sox5",0,0,0,1
"Sox6",0,1,0,1
"Sox8",0,0,1,0
"Sp100",0,1,0,1
"Sp140",0,1,0,0
"Sp6",0,1,0,1
"Sp8",0,0,1,0
"Spag5",1,0,1,0
"Spag6",0,1,0,1
"Sparcl1",0,0,0,1
"Spata2l",0,1,0,1
"Spc24",1,0,1,0
"Spc25",1,0,1,0
"Spcs2",0,0,1,0
"Spcs3",1,0,1,0
"Spdl1",1,0,1,0
"Specc1",0,0,1,0
"Speg",0,1,0,1
"Spink10",0,0,1,0
"Spire2",0,0,1,0
"Spn",0,1,0,1
"Spock1",0,1,0,1
"Spon1",0,1,0,0
"Spon2",0,0,0,1
"Spp1",0,0,1,0
"Sppl2a",0,1,0,0
"Spred1",0,0,0,1
"Spred3",0,0,0,1
"Sprr2d",1,0,1,0
"Spry2",1,0,1,0
"Spry4",1,0,1,0
"Spsb2",0,1,0,1
"Spsb4",0,0,1,0
"Sptb",0,0,0,1
"Sptbn4",1,0,1,0
"Spx",1,0,1,0
"Sqle",1,0,0,0
"Srebf2",1,0,0,0
"Srm",1,0,1,0
"Srpk1",1,0,1,0
"Srpk3",0,0,0,1
"Srsf1",0,0,1,0
"Srsf2",0,0,1,0
"Srsf3",0,0,1,0
"Srsf7",0,0,1,0
"Ssb",0,0,1,0
"Ssbp2",0,0,0,1
"Ssc5d",0,1,0,1
"Ssh3",0,0,0,1
"Sspn",0,0,0,1
"Ssr1",0,0,1,0
"Ssr2",0,0,1,0
"Ssrp1",1,0,1,0
"Sstr2",0,1,0,1
"Sstr5",0,0,1,0
"Ssx2ip",0,0,1,0
"St3gal1",1,0,1,0
"St3gal4",0,0,0,1
"St6gal1",0,0,0,1
"Stac3",0,0,0,1
"Stap2",0,1,0,1
"Star",0,0,0,1
"Stard10",0,0,0,1
"Stard4",1,0,1,0
"Stard9",0,0,0,1
"Stat1",0,1,0,1
"Stat2",0,1,0,0
"Stat3",0,1,0,1
"Stat5a",0,1,0,1
"Stat6",0,0,0,1
"Stc1",1,0,1,0
"Steap1",1,0,1,0
"Steap4",0,1,0,0
"Stil",1,0,1,0
"Stim1",0,0,0,1
"Sting1",0,1,0,1
"Stip1",1,0,1,0
"Stk39",1,0,0,0
"Stmn1",1,0,1,0
"Stn1",0,0,1,0
"Stoml1",0,1,0,1
"Stox1",0,0,0,1
"Stox2",1,0,1,0
"Stra6l",0,1,0,1
"Stt3a",0,0,1,0
"Sugct",0,1,0,1
"Sulf1",0,1,0,1
"Sulf2",0,1,0,1
"Sult2b1",0,0,1,0
"Suox",0,0,0,1
"Surf4",0,0,1,0
"Susd1",0,1,0,0
"Susd6",0,1,0,1
"Suv39h1",0,0,1,0
"Suv39h2",1,0,1,0
"Sv2a",0,1,0,1
"Svil",0,1,0,1
"Svop",0,1,0,1
"Swap70",1,0,1,0
"Sybu",0,0,1,0
"Syde1",1,0,1,0
"Syn1",1,0,1,0
"Syn3",0,0,0,1
"Sync",0,0,0,1
"Syncrip",1,0,1,0
"Syne3",1,0,0,0
"Syngap1",0,1,0,1
"Syngr3",0,1,0,1
"Synj2",1,0,1,0
"Synm",0,1,0,0
"Synpo",0,0,0,1
"Synpo2",0,0,0,1
"Syp",0,1,0,1
"Syt3",0,1,0,1
"Syt7",0,0,1,0
"Sytl1",0,0,0,1
"Sytl5",1,0,0,0
"Szrd1",0,0,1,0
"Tacc3",1,0,1,0
"Taf15",0,0,1,0
"Taf4b",0,0,1,0
"Taf5",0,0,1,0
"Taf6l",1,0,1,0
"Taf7l",0,0,1,0
"Taf9b",0,0,0,1
"Tagln2",1,0,1,0
"Tagln3",0,0,0,1
"Tamm41",1,0,1,0
"Tap1",0,1,0,1
"Tap2",0,1,0,1
"Tapbp",0,1,0,1
"Tardbp",0,0,1,0
"Tas1r1",0,0,0,1
"Tasor2",0,0,1,0
"Tatdn2",0,0,1,0
"Tatdn3",0,0,0,1
"Tbc1d1",1,0,1,0
"Tbc1d2",0,0,0,1
"Tbc1d30",0,0,1,0
"Tbc1d31",0,0,1,0
"Tbc1d8",0,0,0,1
"Tbc1d9",1,0,1,0
"Tbkbp1",0,1,0,0
"Tbrg4",0,0,1,0
"Tbx6",0,1,0,1
"Tcaf1",0,0,0,1
"Tcam1",0,0,1,0
"Tcea3",0,0,0,1
"Tcf19",1,0,1,0
"Tcf4",0,0,0,1
"Tcf7",0,0,0,1
"Tcn2",0,1,0,1
"Tcof1",1,0,1,0
"Tcp11l2",0,1,0,1
"Tcp11x2",0,1,0,1
"Tcta",0,1,0,1
"Tctn1",0,1,0,1
"Tdg",0,0,1,0
"Tdrd9",0,1,0,0
"Tead4",1,0,1,0
"Tec",0,0,0,1
"Tedc1",1,0,1,0
"Tek",0,1,0,1
"Tenm3",0,0,0,1
"Tenm4",0,1,0,0
"Tent5a",0,1,0,0
"Tep1",0,1,0,0
"Tes",1,0,1,0
"Tesc",0,1,0,1
"Tesmin",0,0,0,1
"Tet1",0,1,0,1
"Tex15",0,0,0,1
"Tex26",0,1,0,0
"Tex30",1,0,1,0
"Tfdp1",1,0,1,0
"Tfrc",0,0,1,0
"Tgfb1",0,1,0,1
"Tgfb1i1",0,0,0,1
"Tgfb2",0,1,0,1
"Tgfbi",0,1,0,1
"Tgfbr2",0,1,0,1
"Tgfbr3",0,1,0,1
"Tgfbr3l",0,1,0,1
"Tgif1",0,0,1,0
"Tgif2",0,1,0,1
"Tgm2",0,1,0,1
"Tgtp1",0,1,0,1
"Tgtp2",0,1,0,1
"Thap12",1,0,1,0
"Thbs3",0,0,0,1
"Thnsl2",0,0,0,1
"Thoc3",0,0,1,0
"Thop1",0,0,1,0
"Thpo",0,0,0,1
"Thra",0,1,0,1
"Thsd1",0,0,0,1
"Thsd4",0,1,0,1
"Thyn1",0,0,1,0
"Tia1",0,0,0,1
"Tiam2",0,1,0,0
"Ticrr",1,0,1,0
"Tifa",0,1,0,1
"Tigar",1,0,1,0
"Timeless",1,0,1,0
"Timm10",0,0,1,0
"Timm23",0,0,1,0
"Timm50",0,0,1,0
"Timm8a1",1,0,1,0
"Timp3",0,0,0,1
"Tinagl1",1,0,1,0
"Tinf2",1,0,1,0
"Tipin",1,0,1,0
"Tjp2",1,0,1,0
"Tk1",1,0,1,0
"Tkt",0,0,1,0
"Tlcd1",0,1,0,1
"Tlcd3a",0,0,1,0
"Tlcd4",0,0,1,0
"Tle2",0,1,0,1
"Tle6",0,1,0,1
"Tlr2",0,1,0,1
"Tlr3",0,1,0,0
"Tlr4",0,0,0,1
"Tlr6",0,1,0,1
"Tm4sf1",0,0,1,0
"Tm6sf2",0,0,0,1
"Tm7sf2",1,0,1,0
"Tma16",0,0,1,0
"Tmc4",0,0,0,1
"Tmco6",0,0,0,1
"Tmed5",0,0,1,0
"Tmem106a",0,1,0,0
"Tmem132b",0,1,0,0
"Tmem140",0,1,0,1
"Tmem143",0,0,0,1
"Tmem144",0,0,1,0
"Tmem145",0,0,0,1
"Tmem151a",0,1,0,1
"Tmem158",0,0,1,0
"Tmem171",1,0,1,0
"Tmem175",0,1,0,1
"Tmem176a",0,1,0,1
"Tmem176b",0,1,0,1
"Tmem182",0,1,0,1
"Tmem183a",0,0,1,0
"Tmem19",0,0,0,1
"Tmem191",0,0,0,1
"Tmem198b",0,0,0,1
"Tmem200a",1,0,1,0
"Tmem205",0,1,0,1
"Tmem218",0,1,0,1
"Tmem221",0,1,0,1
"Tmem229b",0,1,0,1
"Tmem240",0,1,0,1
"Tmem25",0,1,0,1
"Tmem253",0,0,0,1
"Tmem254",0,0,1,0
"Tmem255a",0,0,0,1
"Tmem276",0,1,0,1
"Tmem35b",0,1,0,1
"Tmem38a",0,1,0,1
"Tmem39b",0,0,1,0
"Tmem43",0,1,0,1
"Tmem44",0,1,0,1
"Tmem47",0,1,0,1
"Tmem50a",0,1,0,1
"Tmem50b",0,0,1,0
"Tmem53",0,1,0,1
"Tmem59",0,1,0,1
"Tmem67",0,1,0,1
"Tmem71",0,1,0,0
"Tmem74",0,0,1,0
"Tmem80",0,0,0,1
"Tmem86a",0,1,0,1
"Tmem8b",0,1,0,1
"Tmem97",1,0,1,0
"Tmem98",0,1,0,0
"Tmie",0,0,0,1
"Tmod1",0,1,0,0
"Tmod2",1,0,1,0
"Tmpo",1,0,1,0
"Tmprss2",0,1,0,1
"Tmtc1",0,1,0,1
"Tmub2",0,1,0,1
"Tnfaip2",1,0,1,0
"Tnfaip6",0,1,0,0
"Tnfaip8l1",1,0,1,0
"Tnfrsf12a",1,0,1,0
"Tnfrsf14",0,1,0,1
"Tnfrsf1a",0,1,0,0
"Tnfrsf1b",0,1,0,1
"Tnfrsf21",1,0,1,0
"Tnfrsf22",0,0,1,0
"Tnfrsf23",0,0,1,0
"Tnfrsf25",0,1,0,1
"Tnfsf12",0,1,0,1
"Tnfsf13",0,1,0,1
"Tnfsfm13",0,1,0,1
"Tnik",0,1,0,1
"Tnip1",0,0,0,1
"Tnnc1",0,1,0,1
"Tnnt1",0,1,0,1
"Tnnt2",1,0,1,0
"Tnr",0,0,0,1
"Tns1",0,0,1,0
"Tns2",0,0,0,1
"Tob1",0,0,0,1
"Tom1l1",0,0,1,0
"Tomm40",0,0,1,0
"Tomm5",0,0,1,0
"Tonsl",1,0,1,0
"Top2a",1,0,1,0
"Topbp1",1,0,1,0
"Tox3",0,1,0,1
"Tpcn1",0,1,0,1
"Tpk1",0,1,0,0
"Tpm3",1,0,1,0
"Tpm4",1,0,0,0
"Tpst2",0,0,1,0
"Tpx2",1,0,1,0
"Tra2a",0,0,1,0
"Traf3",0,0,1,0
"Traf3ip2",0,1,0,0
"Traf3ip3",0,1,0,1
"Trafd1",0,1,0,1
"Traip",1,0,1,0
"Tram1",0,0,1,0
"Trappc6a",0,1,0,0
"Trhde",1,0,1,0
"Trib1",1,0,0,0
"Trib3",0,0,1,0
"Trim12c",0,1,0,1
"Trim13",0,0,0,1
"Trim14",0,1,0,0
"Trim16",1,0,1,0
"Trim17",0,1,0,1
"Trim21",0,1,0,1
"Trim25",0,1,0,0
"Trim30a",0,1,0,1
"Trim34a",0,1,0,1
"Trim34b",0,1,0,1
"Trim36",1,0,0,0
"Trim47",0,0,1,0
"Trim5",0,1,0,0
"Trim54",1,0,1,0
"Trim59",1,0,1,0
"Trim66",0,0,1,0
"Trim7",0,0,0,1
"Trim9",1,0,1,0
"Trip13",1,0,1,0
"Triqk",0,0,0,1
"Trmt61a",0,0,1,0
"Trnp1",0,1,0,1
"Troap",1,0,1,0
"Trp53",0,0,1,0
"Trp53i11",0,1,0,0
"Trp53inp1",0,1,0,1
"Trp53inp2",0,0,0,1
"Trpm3",0,1,0,1
"Trpm4",0,1,0,1
"Trpt1",0,0,0,1
"Trpv2",0,0,0,1
"Trpv3",0,0,1,0
"Trub1",0,0,1,0
"Tsc22d3",0,0,0,1
"Tsga10",0,0,0,1
"Tshz1",0,0,0,1
"Tspan17",0,0,0,1
"Tspan2",0,0,1,0
"Tspan3",0,0,0,1
"Tspan32",0,1,0,1
"Tspan5",0,1,0,1
"Tspyl1",0,0,0,1
"Tspyl4",0,0,0,1
"Tsr1",1,0,1,0
"Tstd1",0,0,0,1
"Ttc38",0,0,0,1
"Ttc39b",1,0,1,0
"Ttc41",0,1,0,1
"Ttf2",0,0,1,0
"Ttk",1,0,1,0
"Ttll11",0,1,0,0
"Ttll13",0,1,0,1
"Ttll6",0,1,0,1
"Ttll7",0,0,0,1
"Tuba1b",1,0,1,0
"Tuba1c",1,0,1,0
"Tuba8",0,0,0,1
"Tubb2a",0,0,0,1
"Tubb2b",0,0,0,1
"Tubb3",1,0,1,0
"Tubb4a",0,1,0,1
"Tubb4b",1,0,1,0
"Tubb6",1,0,1,0
"Tube1",0,0,1,0
"Tubg1",1,0,1,0
"Tulp2",0,1,0,1
"Tulp4",0,0,0,1
"Twist2",1,0,1,0
"Txlnb",0,1,0,1
"Txn1",0,0,1,0
"Txndc11",0,0,1,0
"Txndc16",0,1,0,1
"Txnip",0,1,0,1
"Txnrd1",0,0,1,0
"Tyms",1,0,1,0
"Tyro3",0,0,0,1
"U2af1",0,0,1,0
"Uap1",0,0,1,0
"Uba7",0,1,0,1
"Ubash3b",1,0,1,0
"Ube2c",1,0,1,0
"Ube2f",0,0,1,0
"Ube2h",0,0,0,1
"Ube2l6",0,1,0,1
"Ube2n",1,0,0,0
"Ube2ql1",1,0,1,0
"Ube2s",1,0,1,0
"Ube2t",1,0,1,0
"Ubl4a",0,0,1,0
"Ublcp1",1,0,1,0
"Ubxn11",0,1,0,1
"Uchl3",0,0,1,0
"Uchl5",0,0,1,0
"Uck2",1,0,1,0
"Ufsp1",0,0,1,0
"Ugcg",0,0,0,1
"Ugdh",0,0,1,0
"Ugt1a6a",0,1,0,1
"Ugt1a6b",0,1,0,1
"Uhrf1",1,0,1,0
"Ulk2",0,0,0,1
"Umps",1,0,1,0
"Unc5a",0,0,1,0
"Unc93a2",0,1,0,0
"Ung",0,0,1,0
"Uqcc3",0,0,0,1
"Uqcrq",0,0,1,0
"Urb2",0,0,1,0
"Ush1g",0,0,0,1
"Ushbp1",0,0,0,1
"Uso1",1,0,1,0
"Usp1",1,0,1,0
"Usp10",1,0,1,0
"Usp11",0,1,0,1
"Usp17la",1,0,1,0
"Usp17le",1,0,0,0
"Usp18",0,1,0,1
"Usp35",0,0,0,1
"Usp36",0,0,1,0
"Usp39",0,0,1,0
"Usp44",0,0,1,0
"Usp50",0,0,1,0
"Utp18",0,0,1,0
"Utp6",1,0,1,0
"Utrn",0,0,0,1
"Uty",0,1,0,1
"Vamp1",0,1,0,1
"Vamp2",0,1,0,1
"Vcam1",0,0,0,1
"Vcan",0,0,0,1
"Vegfd",0,0,0,1
"Vgf",1,0,1,0
"Vill",0,0,0,1
"Vim",0,0,0,1
"Vipr2",0,1,0,1
"Vmac",0,0,0,1
"Vmn1r43",0,0,1,0
"Vmp1",0,1,0,0
"Vps37b",0,0,1,0
"Vps37d",0,1,0,1
"Vrk1",1,0,1,0
"Vsig10",0,1,0,1
"Vsig10l",0,1,0,1
"Vsir",0,1,0,1
"Vtn",0,0,0,1
"Vwa1",0,1,0,1
"Vwa5a",0,1,0,1
"Vwa7",0,1,0,1
"Vwf",0,1,0,1
"Wars1",0,0,1,0
"Wdhd1",1,0,1,0
"Wdr12",0,0,1,0
"Wdr13",0,0,0,1
"Wdr36",1,0,1,0
"Wdr43",1,0,1,0
"Wdr46",1,0,1,0
"Wdr5",0,0,1,0
"Wdr62",1,0,1,0
"Wdr74",0,0,1,0
"Wdr75",0,0,1,0
"Wdr76",1,0,1,0
"Wdr77",1,0,1,0
"Wdr83os",0,0,1,0
"Wdr90",0,0,1,0
"Wdr91",0,0,0,1
"Wdr93",0,1,0,1
"Wif1",1,0,1,0
"Wls",0,1,0,1
"Wnk3",1,0,1,0
"Wnk4",0,0,0,1
"Wnt2b",0,0,0,1
"Wnt4",0,0,0,1
"Wnt5b",0,0,0,1
"Wnt7a",1,0,1,0
"Wnt7b",1,0,1,0
"Wscd1",0,1,0,0
"Wtip",0,0,0,1
"Wwc1",1,0,1,0
"Wwtr1",0,0,1,0
"Xaf1",0,1,0,1
"Xbp1",0,0,1,0
"Xdh",0,1,0,1
"Xkr5",1,0,1,0
"Xlr3a",0,0,1,0
"Xntrpc",0,0,0,1
"Xpo1",0,0,1,0
"Xpo4",0,0,1,0
"Xpo5",1,0,1,0
"Xpot",0,0,1,0
"Xrcc2",1,0,1,0
"Xrcc3",0,0,1,0
"Xrcc6",1,0,1,0
"Yae1d1",0,0,1,0
"Ybx3",0,0,1,0
"Yipf2",0,1,0,1
"Ypel1",0,1,0,1
"Ypel2",0,1,0,1
"Ypel3",0,1,0,1
"Ypel4",0,1,0,1
"Yrdc",0,0,1,0
"Ythdc1",0,0,0,1
"Ywhag",1,0,1,0
"Ywhah",1,0,1,0
"Yy2",0,0,1,0
"Zbp1",0,1,0,1
"Zbtb20",0,0,0,1
"Zbtb4",0,0,0,1
"Zc3h6",0,1,0,1
"Zc3h8",0,0,1,0
"Zcchc12",0,1,0,1
"Zcchc24",0,1,0,1
"Zcwpw1",0,1,0,1
"Zdhhc2",0,0,1,0
"Zeb2",0,1,0,1
"Zer1",0,0,0,1
"Zfand1",0,0,0,1
"Zfand2a",0,0,1,0
"Zfand4",0,0,1,0
"Zfp101",1,0,1,0
"Zfp108",0,0,0,1
"Zfp112",0,0,0,1
"Zfp14",0,0,0,1
"Zfp174",0,0,0,1
"Zfp219",0,1,0,1
"Zfp229",0,0,0,1
"Zfp28",0,0,0,1
"Zfp287",0,0,0,1
"Zfp296",0,0,0,1
"Zfp30",0,0,0,1
"Zfp316",0,0,0,1
"Zfp354c",0,0,0,1
"Zfp36",0,1,0,1
"Zfp367",1,0,1,0
"Zfp36l1",0,1,0,1
"Zfp36l2",1,0,1,0
"Zfp455",0,0,0,1
"Zfp456",0,0,0,1
"Zfp467",0,1,0,1
"Zfp469",0,0,1,0
"Zfp473",0,0,1,0
"Zfp524",0,0,0,1
"Zfp53",0,1,0,0
"Zfp536",0,0,0,1
"Zfp579",0,0,0,1
"Zfp580",0,0,0,1
"Zfp593",0,0,1,0
"Zfp60",0,0,0,1
"Zfp607b",0,1,0,1
"Zfp608",0,1,0,1
"Zfp618",0,0,0,1
"Zfp655",0,1,0,0
"Zfp661",0,0,0,1
"Zfp667",0,0,0,1
"Zfp688",0,1,0,1
"Zfp708",0,0,0,1
"Zfp750",0,0,0,1
"Zfp773",0,1,0,1
"Zfp78",0,0,0,1
"Zfp784",0,1,0,1
"Zfp819",0,0,1,0
"Zfp850",0,0,1,0
"Zfp866",0,0,0,1
"Zfp874a",0,0,0,1
"Zfp874b",0,1,0,1
"Zfp879",0,0,0,1
"Zfp882",0,0,0,1
"Zfp945",0,0,0,1
"Zfp949",0,1,0,1
"Zfp954",0,1,0,1
"Zfp961",1,0,1,0
"Zfp964",0,1,0,1
"Zfp968",0,0,0,1
"Zfp969",0,1,0,0
"Zfp974",0,0,0,1
"Zfp977",0,1,0,1
"Zfp978",0,0,1,0
"Zfp979",0,0,1,0
"Zfr2",0,1,0,1
"Zfyve1",0,0,0,1
"Zgrf1",1,0,1,0
"Zhx1",0,0,0,1
"Zhx2",0,1,0,1
"Zkscan14",0,1,0,1
"Zkscan2",0,1,0,1
"Zmat1",0,0,0,1
"Zmiz1",1,0,1,0
"Zmym6",0,0,0,1
"Zmynd10",0,1,0,1
"Zmynd19",1,0,1,0
"Znhit6",0,0,1,0
"Znrd2",1,0,1,0
"Zscan2",0,1,0,1
"Zscan26",0,0,0,1
"Zscan4b",0,0,1,0
"Zscan4f",1,0,0,0
"Zwilch",1,0,1,0
